call_type,latitude,longitude
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.7766832,-122.4549828
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.77912987,-122.4166059
Traffic Collision,37.73190988,-122.4937188
Medical Incident,37.78429938,-122.4101413
Medical Incident,37.76972086,-122.4179492
Medical Incident,37.80526026,-122.4160538
Medical Incident,37.78003611,-122.4167895
Outside Fire,37.78962044,-122.4204934
Medical Incident,37.77883232,-122.4156425
Medical Incident,37.75828837,-122.4906601
Medical Incident,37.77419657,-122.5100338
Medical Incident,37.74957409,-122.476228
Medical Incident,37.78000587,-122.4119334
Structure Fire,37.76642861,-122.45211
Medical Incident,37.735984,-122.3909918
Medical Incident,37.78263391,-122.429926
Medical Incident,37.71029652,-122.4189864
Other,37.78127215,-122.4255493
Medical Incident,37.73607883,-122.3897231
Medical Incident,37.7882227,-122.4202104
Structure Fire,37.78486624,-122.4127821
Alarms,37.756508,-122.406541
Medical Incident,37.7868785,-122.4190885
Medical Incident,37.78149633,-122.4750905
Alarms,37.78295349,-122.4132437
Citizen Assist / Service Call,37.75890789,-122.4766067
Medical Incident,37.77771244,-122.4127367
Alarms,37.79400711,-122.4332497
Medical Incident,37.7824485,-122.4163274
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.7869902,-122.4106839
Medical Incident,37.79176907,-122.4294268
Medical Incident,37.78719998,-122.4090394
Medical Incident,37.78176159,-122.4110582
Medical Incident,37.82472164,-122.3749664
Medical Incident,37.75021164,-122.4463912
Medical Incident,37.76338698,-122.4532469
Medical Incident,37.77633298,-122.3940351
Medical Incident,37.78491618,-122.41195
Medical Incident,37.79508163,-122.4014666
Outside Fire,37.74355793,-122.3893512
Medical Incident,37.78298351,-122.4066986
Outside Fire,37.79305,-122.4228712
Medical Incident,37.76103977,-122.4192137
Other,37.78647953,-122.4047244
Alarms,37.77055901,-122.4179496
Medical Incident,37.75436288,-122.4232161
Medical Incident,37.74990998,-122.4170559
Traffic Collision,37.73401387,-122.3909679
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.7134088,-122.4634202
Medical Incident,37.76177683,-122.4351517
Medical Incident,37.75828837,-122.4906601
Other,37.76565858,-122.423128
Medical Incident,37.75436288,-122.4232161
Medical Incident,37.73987317,-122.4841366
Citizen Assist / Service Call,37.75354618,-122.3972118
Medical Incident,37.78305906,-122.4157199
Medical Incident,37.74990998,-122.4170559
Medical Incident,37.78315191,-122.4183443
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.72793822,-122.3920436
Structure Fire,37.75376855,-122.487183
Medical Incident,37.78491618,-122.41195
Medical Incident,37.7953353,-122.3973622
Medical Incident,37.78276323,-122.4274692
Medical Incident,37.77310059,-122.4155614
Structure Fire,37.79447972,-122.3947476
Medical Incident,37.77269482,-122.4221883
Traffic Collision,37.73229105,-122.3761579
Medical Incident,37.77321807,-122.4215223
Medical Incident,37.77683977,-122.4237569
Alarms,37.76698711,-122.4278572
Medical Incident,37.78331089,-122.4175288
Medical Incident,37.71447839,-122.436523
Medical Incident,37.72063221,-122.437984
Medical Incident,37.77753424,-122.4408637
Medical Incident,37.74491872,-122.4757732
Medical Incident,37.76979785,-122.4485788
Outside Fire,37.78962044,-122.4204934
Medical Incident,37.77953108,-122.4135425
Medical Incident,37.77966604,-122.4137112
Medical Incident,37.78175433,-122.4096933
Traffic Collision,37.72998042,-122.3888551
Medical Incident,37.783052,-122.4200103
Outside Fire,37.79305,-122.4228712
Citizen Assist / Service Call,37.79007419,-122.4356928
Alarms,37.79510065,-122.4048478
Structure Fire,37.80440729,-122.4133589
Alarms,37.77386178,-122.413046
Medical Incident,37.7134088,-122.4634202
Alarms,37.80542259,-122.4259589
Citizen Assist / Service Call,37.79007419,-122.4356928
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.79230698,-122.4108438
Medical Incident,37.76177683,-122.4351517
Alarms,37.756508,-122.406541
Medical Incident,37.79767064,-122.407807
Medical Incident,37.78719998,-122.4090394
Alarms,37.77685246,-122.419455
Structure Fire,37.80531094,-122.4126984
Medical Incident,37.7301191,-122.3873152
Outside Fire,37.78703795,-122.418271
Medical Incident,37.79851107,-122.4097691
Medical Incident,37.77978853,-122.415127
Medical Incident,37.79797053,-122.4365131
Medical Incident,37.77100577,-122.4196455
Medical Incident,37.78298351,-122.4066986
Medical Incident,37.7349292,-122.3824391
Medical Incident,37.77604635,-122.4112888
Medical Incident,37.78211033,-122.4031964
Medical Incident,37.71376444,-122.4460695
Structure Fire,37.79531294,-122.3979748
Medical Incident,37.795649,-122.4091987
Alarms,37.77055901,-122.4179496
Medical Incident,37.78153743,-122.4095183
Citizen Assist / Service Call,37.79788774,-122.4104282
Medical Incident,37.80547381,-122.4075701
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.72793822,-122.3920436
Medical Incident,37.78191397,-122.4130322
Medical Incident,37.7349292,-122.3824391
Structure Fire,37.75376855,-122.487183
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.78383852,-122.4137755
Medical Incident,37.74828588,-122.4170443
Medical Incident,37.8038818,-122.4148703
Medical Incident,37.78191397,-122.4130322
Citizen Assist / Service Call,37.83156209,-122.3733302
Medical Incident,37.77393927,-122.4129479
Medical Incident,37.73745474,-122.4752886
Medical Incident,37.7867795,-122.4509484
Alarms,37.78295349,-122.4132437
Medical Incident,37.76941119,-122.4109311
Structure Fire,37.80531094,-122.4126984
Smoke Investigation (Outside),37.78677895,-122.398257
Medical Incident,37.77393927,-122.4129479
Medical Incident,37.74491872,-122.4757732
Medical Incident,37.76505134,-122.419669
Structure Fire,37.80531094,-122.4126984
Medical Incident,37.77247753,-122.3895185
Medical Incident,37.80816798,-122.4166347
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.79230698,-122.4108438
Medical Incident,37.75430859,-122.424144
Medical Incident,37.73238073,-122.378268
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.77912854,-122.4080301
Vehicle Fire,37.71839561,-122.4486052
Alarms,37.79883609,-122.4062732
Medical Incident,37.77128553,-122.4132043
Medical Incident,37.7586966,-122.3970571
Medical Incident,37.78719998,-122.4090394
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.78791853,-122.4042776
Outside Fire,37.79305,-122.4228712
Alarms,37.75517394,-122.4766224
Traffic Collision,37.73971001,-122.4119916
Medical Incident,37.74957409,-122.476228
Medical Incident,37.78149633,-122.4750905
Medical Incident,37.79797053,-122.4365131
Medical Incident,37.79318061,-122.4081471
Medical Incident,37.79413509,-122.3964199
Medical Incident,37.7824485,-122.4163274
Alarms,37.71650618,-122.3904178
Medical Incident,37.77879789,-122.4225207
Medical Incident,37.78384277,-122.4227674
Medical Incident,37.77507443,-122.421768
Medical Incident,37.80447756,-122.4446146
Medical Incident,37.79215726,-122.4192434
Medical Incident,37.78086102,-122.4890161
Medical Incident,37.76103977,-122.4192137
Medical Incident,37.807854,-122.418255
Outside Fire,37.76088893,-122.4350007
Medical Incident,37.74828588,-122.4170443
Medical Incident,37.74491872,-122.4757732
Medical Incident,37.783052,-122.4200103
Alarms,37.71650618,-122.3904178
Medical Incident,37.77483757,-122.416555
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.82954341,-122.3756999
Medical Incident,37.75356457,-122.3956354
Alarms,37.78983683,-122.4033445
Medical Incident,37.78429938,-122.4101413
Alarms,37.74795863,-122.467418
Medical Incident,37.79046107,-122.3966897
Structure Fire,37.80440729,-122.4133589
Medical Incident,37.82472164,-122.3749664
Medical Incident,37.78331089,-122.4175288
Medical Incident,37.77483757,-122.416555
Medical Incident,37.79318061,-122.4081471
Medical Incident,37.7766832,-122.4549828
Traffic Collision,37.73243402,-122.3838033
Medical Incident,37.75483798,-122.4153277
Medical Incident,37.77633298,-122.3940351
Medical Incident,37.73395045,-122.4896992
Traffic Collision,37.7696026,-122.4263094
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.7306107,-122.4758628
Medical Incident,37.72063221,-122.437984
Medical Incident,37.78383852,-122.4137755
Medical Incident,37.77908938,-122.4319258
Alarms,37.76698711,-122.4278572
Medical Incident,37.76354593,-122.4787325
Structure Fire,37.80440729,-122.4133589
Medical Incident,37.77143376,-122.4277809
Medical Incident,37.77514707,-122.4192556
Medical Incident,37.78906674,-122.4094078
Citizen Assist / Service Call,37.719129,-122.4582392
Medical Incident,37.82954341,-122.3756999
Outside Fire,37.78682753,-122.4199279
Structure Fire,37.80440729,-122.4133589
Medical Incident,37.80816798,-122.4166347
Medical Incident,37.77879789,-122.4225207
Citizen Assist / Service Call,37.76807361,-122.4124242
Alarms,37.77386178,-122.413046
Medical Incident,37.73607883,-122.3897231
Medical Incident,37.78968885,-122.4129131
Medical Incident,37.77774474,-122.439207
Traffic Collision,37.77903729,-122.41062
Medical Incident,37.78445273,-122.4084932
Medical Incident,37.71830372,-122.3923879
Outside Fire,37.78833684,-122.3888995
Medical Incident,37.7825474,-122.4122479
Alarms,37.73448127,-122.3919121
Structure Fire,37.78640961,-122.4080362
Alarms,37.73448127,-122.3919121
Structure Fire,37.76642861,-122.45211
Alarms,37.80542259,-122.4259589
Medical Incident,37.77555491,-122.4404673
Medical Incident,37.7869902,-122.4106839
Medical Incident,37.76775042,-122.4295304
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.78325042,-122.414216
Medical Incident,37.78117722,-122.4116999
Medical Incident,37.77333766,-122.4091485
Medical Incident,37.76972086,-122.4179492
Medical Incident,37.73077955,-122.4552321
Medical Incident,37.74747921,-122.4813063
Medical Incident,37.75810086,-122.4145468
Medical Incident,37.76178483,-122.4350137
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.78153743,-122.4095183
Medical Incident,37.74221638,-122.4734191
Medical Incident,37.74957409,-122.476228
Medical Incident,37.82954341,-122.3756999
Medical Incident,37.78491247,-122.4086486
Medical Incident,37.807854,-122.418255
Medical Incident,37.78445273,-122.4084932
Water Rescue,37.79804495,-122.3963671
Alarms,37.76497779,-122.4664456
Medical Incident,37.73077955,-122.4552321
Medical Incident,37.73238073,-122.378268
Medical Incident,37.7306107,-122.4758628
Alarms,37.77685246,-122.419455
Medical Incident,37.7824485,-122.4163274
Citizen Assist / Service Call,37.78947882,-122.4145611
Outside Fire,37.74616295,-122.3940489
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.78255696,-122.4163494
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.75199404,-122.4091229
Structure Fire,37.76642861,-122.45211
Medical Incident,37.71830372,-122.3923879
Medical Incident,37.77269482,-122.4221883
Medical Incident,37.77144882,-122.391172
Medical Incident,37.7301191,-122.3873152
Medical Incident,37.77753424,-122.4408637
Medical Incident,37.78316343,-122.4115993
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.74919905,-122.4145932
Medical Incident,37.76571899,-122.4095207
Alarms,37.79388531,-122.4128518
Medical Incident,37.78114586,-122.409026
Medical Incident,37.78316343,-122.4115993
Medical Incident,37.72976037,-122.3733604
Structure Fire,37.79531294,-122.3979748
Alarms,37.73448127,-122.3919121
Medical Incident,37.78398364,-122.446072
Medical Incident,37.78318152,-122.437809
Alarms,37.80539124,-122.4448002
Traffic Collision,37.77903729,-122.41062
Fuel Spill,37.78853817,-122.4362964
Outside Fire,37.76088893,-122.4350007
Alarms,37.72713728,-122.378969
Medical Incident,37.78087726,-122.4145069
Medical Incident,37.77996805,-122.4269014
Medical Incident,37.78384277,-122.4227674
Medical Incident,37.79318061,-122.4081471
Gas Leak (Natural and LP Gases),37.77993369,-122.428614
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.77774474,-122.439207
Medical Incident,37.76972086,-122.4179492
Outside Fire,37.73015769,-122.3759892
Medical Incident,37.78626844,-122.4129972
Medical Incident,37.74747921,-122.4813063
Medical Incident,37.77753424,-122.4408637
Medical Incident,37.78034755,-122.406488
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.75210113,-122.4008952
Medical Incident,37.72200064,-122.4394357
Alarms,37.76497779,-122.4664456
Medical Incident,37.78114586,-122.409026
Structure Fire,37.76642861,-122.45211
Medical Incident,37.77779521,-122.3915231
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.74790059,-122.4717535
Medical Incident,37.74790059,-122.4717535
Structure Fire,37.80440729,-122.4133589
Medical Incident,37.78153743,-122.4095183
Medical Incident,37.76929129,-122.4065158
Medical Incident,37.73238073,-122.378268
Medical Incident,37.78331089,-122.4175288
Medical Incident,37.72847605,-122.4154293
Medical Incident,37.77667245,-122.3945574
Medical Incident,37.76010129,-122.4214252
Medical Incident,37.7731448,-122.3914729
Medical Incident,37.77021017,-122.445345
Medical Incident,37.79307213,-122.4081252
Medical Incident,37.72993469,-122.3977444
Medical Incident,37.7890669,-122.3923394
Medical Incident,37.76625361,-122.425864
Medical Incident,37.75483798,-122.4153277
Medical Incident,37.77644368,-122.4097748
Citizen Assist / Service Call,37.7817321,-122.4697676
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.77604635,-122.4112888
Medical Incident,37.73753926,-122.4003985
Medical Incident,37.72976037,-122.3733604
Alarms,37.76712423,-122.39764
Medical Incident,37.77973891,-122.4071595
Medical Incident,37.79215071,-122.3944511
Alarms,37.79824546,-122.4357937
Alarms,37.76712423,-122.39764
Alarms,37.75517394,-122.4766224
Medical Incident,37.7459563,-122.4542399
Medical Incident,37.77514707,-122.4192556
Medical Incident,37.7850961,-122.4127588
Medical Incident,37.76177683,-122.4351517
Medical Incident,37.78578701,-122.4125478
Medical Incident,37.77985107,-122.5094329
Medical Incident,37.79046107,-122.3966897
Medical Incident,37.80858332,-122.4159225
Medical Incident,37.73520816,-122.4117059
Medical Incident,37.78626844,-122.4129972
Medical Incident,37.77530725,-122.4574433
Outside Fire,37.78079148,-122.3996162
Medical Incident,37.78153743,-122.4095183
Traffic Collision,37.73243402,-122.3838033
Medical Incident,37.8038818,-122.4148703
Medical Incident,37.75210113,-122.4008952
Elevator / Escalator Rescue,37.7875045,-122.4141637
Medical Incident,37.7650299,-122.4652417
Medical Incident,37.78086102,-122.4890161
Medical Incident,37.78502466,-122.4119719
Medical Incident,37.71700209,-122.4679573
Outside Fire,37.7423754,-122.4219688
Medical Incident,37.7136148,-122.4643245
Alarms,37.71650618,-122.3904178
Alarms,37.74795863,-122.467418
Other,37.75703373,-122.4767584
Structure Fire,37.76642861,-122.45211
Traffic Collision,37.76559292,-122.4740453
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.8079431,-122.4141381
Medical Incident,37.79559693,-122.3961809
Medical Incident,37.76775042,-122.4295304
Medical Incident,37.76103977,-122.4192137
Medical Incident,37.78491618,-122.41195
Alarms,37.76846225,-122.4312049
Medical Incident,37.78480739,-122.4136154
Medical Incident,37.75021164,-122.4463912
Medical Incident,37.74917218,-122.4159546
Medical Incident,37.74790059,-122.4717535
Medical Incident,37.72063221,-122.437984
Medical Incident,37.75021164,-122.4463912
Gas Leak (Natural and LP Gases),37.77993369,-122.428614
Medical Incident,37.76974505,-122.4451837
Medical Incident,37.78397351,-122.4160455
Alarms,37.79824546,-122.4357937
Traffic Collision,37.77290912,-122.4221864
Medical Incident,37.73588581,-122.3827051
Alarms,37.79400711,-122.4332497
Citizen Assist / Service Call,37.72773347,-122.3932328
Medical Incident,37.78331089,-122.4175288
Medical Incident,37.78480739,-122.4136154
Medical Incident,37.78331041,-122.3883799
Medical Incident,37.74093462,-122.5023423
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.78331089,-122.4175288
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.77143376,-122.4277809
Medical Incident,37.78791853,-122.4042776
Alarms,37.77055901,-122.4179496
Medical Incident,37.78316343,-122.4115993
Structure Fire,37.76642861,-122.45211
Medical Incident,37.78276323,-122.4274692
Medical Incident,37.79215726,-122.4192434
Medical Incident,37.78315191,-122.4183443
Alarms,37.77685246,-122.419455
Structure Fire,37.80531094,-122.4126984
Medical Incident,37.72243161,-122.3956228
Medical Incident,37.79046318,-122.4059415
Medical Incident,37.79851107,-122.4097691
Medical Incident,37.79662477,-122.4311823
Outside Fire,37.72497357,-122.3933588
Citizen Assist / Service Call,37.75354618,-122.3972118
Alarms,37.76497779,-122.4664456
Medical Incident,37.75810086,-122.4145468
Alarms,37.76846225,-122.4312049
Medical Incident,37.80858332,-122.4159225
Medical Incident,37.77530725,-122.4574433
Alarms,37.74795863,-122.467418
Medical Incident,37.78331041,-122.3883799
Medical Incident,37.73238073,-122.378268
Medical Incident,37.77143376,-122.4277809
Medical Incident,37.73663509,-122.4940538
Medical Incident,37.73250288,-122.3843562
Alarms,37.76698711,-122.4278572
Medical Incident,37.79267912,-122.3968535
Medical Incident,37.75050064,-122.4071312
Medical Incident,37.7882227,-122.4202104
Alarms,37.756508,-122.406541
Medical Incident,37.7953353,-122.3973622
Medical Incident,37.82472164,-122.3749664
Medical Incident,37.77674184,-122.4953117
Alarms,37.79388531,-122.4128518
Medical Incident,37.71763115,-122.4052314
Medical Incident,37.8031354,-122.4181511
Medical Incident,37.72265444,-122.454042
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.76941119,-122.4109311
Medical Incident,37.77000761,-122.4469338
Medical Incident,37.79053181,-122.4039142
Structure Fire,37.72623625,-122.4336236
Outside Fire,37.74616295,-122.3940489
Traffic Collision,37.77903729,-122.41062
Medical Incident,37.8038818,-122.4148703
Alarms,37.75517394,-122.4766224
Medical Incident,37.77507443,-122.421768
Alarms,37.78983683,-122.4033445
Medical Incident,37.76183586,-122.4193593
Medical Incident,37.79184209,-122.3949402
Medical Incident,37.78003891,-122.4319778
Alarms,37.79883609,-122.4062732
Medical Incident,37.77953108,-122.4135425
Medical Incident,37.77985107,-122.5094329
Medical Incident,37.78906674,-122.4094078
Medical Incident,37.76338698,-122.4532469
Medical Incident,37.82903246,-122.374358
Medical Incident,37.7586966,-122.3970571
Medical Incident,37.73520816,-122.4117059
Medical Incident,37.73745474,-122.4752886
Alarms,37.73563597,-122.4184659
Medical Incident,37.76310298,-122.4663147
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.7731448,-122.3914729
Fuel Spill,37.78853817,-122.4362964
Alarms,37.78983683,-122.4033445
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.78845058,-122.4075972
Medical Incident,37.76613439,-122.4219351
Medical Incident,37.79176907,-122.4294268
Medical Incident,37.78890961,-122.4186559
Medical Incident,37.77985107,-122.5094329
Medical Incident,37.79508163,-122.4014666
Medical Incident,37.72847605,-122.4154293
Alarms,37.79400711,-122.4332497
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.76613439,-122.4219351
Medical Incident,37.80561471,-122.4177576
Medical Incident,37.78399834,-122.4177311
Structure Fire,37.80440729,-122.4133589
Traffic Collision,37.7696026,-122.4263094
Alarms,37.79510065,-122.4048478
Alarms,37.79400711,-122.4332497
Medical Incident,37.7887501,-122.4194704
Medical Incident,37.73753926,-122.4003985
Medical Incident,37.74957409,-122.476228
Medical Incident,37.77771244,-122.4127367
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.73585265,-122.4369151
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.77333766,-122.4091485
Medical Incident,37.78418669,-122.4185462
Structure Fire,37.80440729,-122.4133589
Smoke Investigation (Outside),37.78677895,-122.398257
Medical Incident,37.71763115,-122.4052314
Structure Fire,37.72623625,-122.4336236
Medical Incident,37.795649,-122.4091987
Medical Incident,37.77000761,-122.4469338
Medical Incident,37.75909266,-122.4381124
Medical Incident,37.77604635,-122.4112888
Elevator / Escalator Rescue,37.77514707,-122.4192556
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.76103977,-122.4192137
Medical Incident,37.79307213,-122.4081252
Medical Incident,37.7887501,-122.4194704
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.8038818,-122.4148703
Water Rescue,37.79804495,-122.3963671
Traffic Collision,37.76587725,-122.4675151
Medical Incident,37.79307213,-122.4081252
Medical Incident,37.76047985,-122.4834267
Medical Incident,37.80547381,-122.4075701
Medical Incident,37.78594273,-122.4189026
Medical Incident,37.76257235,-122.4346687
Medical Incident,37.76310298,-122.4663147
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.72200064,-122.4394357
Medical Incident,37.78398364,-122.446072
Alarms,37.79400711,-122.4332497
Medical Incident,37.77674184,-122.4953117
Medical Incident,37.7867795,-122.4509484
Medical Incident,37.80566745,-122.4127664
Medical Incident,37.77921168,-122.4109366
Structure Fire,37.80531094,-122.4126984
Structure Fire,37.80440729,-122.4133589
Alarms,37.80539124,-122.4448002
Medical Incident,37.74093462,-122.5023423
Medical Incident,37.77683977,-122.4237569
Medical Incident,37.78906674,-122.4094078
Outside Fire,37.76088893,-122.4350007
Medical Incident,37.71029652,-122.4189864
Medical Incident,37.75356457,-122.3956354
Structure Fire,37.80440729,-122.4133589
Structure Fire,37.76642861,-122.45211
Alarms,37.72713728,-122.378969
Medical Incident,37.78276323,-122.4274692
Medical Incident,37.79780791,-122.4186974
Outside Fire,37.73015769,-122.3759892
Alarms,37.79388531,-122.4128518
Medical Incident,37.77879789,-122.4225207
Medical Incident,37.77376935,-122.4116101
Medical Incident,37.78384277,-122.4227674
Medical Incident,37.75710109,-122.4976303
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.80343276,-122.4077083
Medical Incident,37.76513693,-122.4555925
Medical Incident,37.77143376,-122.4277809
Medical Incident,37.72623625,-122.4336236
Medical Incident,37.78315191,-122.4183443
Water Rescue,37.79804495,-122.3963671
Other,37.76565858,-122.423128
Medical Incident,37.73663509,-122.4940538
Alarms,37.73563597,-122.4184659
Medical Incident,37.71831534,-122.4419211
Medical Incident,37.77953108,-122.4135425
Traffic Collision,37.73190988,-122.4937188
Medical Incident,37.72976037,-122.3733604
Smoke Investigation (Outside),37.78677895,-122.398257
Medical Incident,37.7890669,-122.3923394
Medical Incident,37.72993469,-122.3977444
Medical Incident,37.78298351,-122.4066986
Medical Incident,37.74221638,-122.4734191
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.71831534,-122.4419211
Medical Incident,37.78316343,-122.4115993
Medical Incident,37.7650299,-122.4652417
Medical Incident,37.77996805,-122.4269014
Outside Fire,37.74597423,-122.3970428
Medical Incident,37.74747921,-122.4813063
Medical Incident,37.72086924,-122.3872476
Medical Incident,37.77978853,-122.415127
Medical Incident,37.78255696,-122.4163494
Vehicle Fire,37.71839561,-122.4486052
Medical Incident,37.77871943,-122.4147412
Alarms,37.78295349,-122.4132437
Medical Incident,37.78578701,-122.4125478
Medical Incident,37.7698677,-122.4223648
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.76177683,-122.4351517
Medical Incident,37.78725609,-122.4040947
Medical Incident,37.78153743,-122.4095183
Medical Incident,37.74917218,-122.4159546
Medical Incident,37.72740716,-122.3980092
Medical Incident,37.8038818,-122.4148703
Medical Incident,37.78315191,-122.4183443
Medical Incident,37.79662477,-122.4311823
Traffic Collision,37.77290912,-122.4221864
Medical Incident,37.73753926,-122.4003985
Medical Incident,37.77144882,-122.391172
Medical Incident,37.73588581,-122.3827051
Outside Fire,37.78962044,-122.4204934
Alarms,37.77386178,-122.413046
Medical Incident,37.77879789,-122.4225207
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.79184209,-122.3949402
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.73662045,-122.4248651
Outside Fire,37.78962044,-122.4204934
Medical Incident,37.74747921,-122.4813063
Medical Incident,37.73753926,-122.4003985
Traffic Collision,37.73243402,-122.3838033
Medical Incident,37.7868785,-122.4190885
Medical Incident,37.71447839,-122.436523
Medical Incident,37.78316343,-122.4115993
Medical Incident,37.77912854,-122.4080301
Medical Incident,37.7880322,-122.3920003
Train / Rail Incident,37.79267912,-122.3968535
Outside Fire,37.74616295,-122.3940489
Medical Incident,37.7867795,-122.4509484
Electrical Hazard,37.73642025,-122.4457109
Structure Fire,37.80531094,-122.4126984
Medical Incident,37.78875048,-122.4085666
Water Rescue,37.79804495,-122.3963671
Medical Incident,37.78845058,-122.4075972
Medical Incident,37.72086924,-122.3872476
Alarms,37.80542259,-122.4259589
Medical Incident,37.77996805,-122.4269014
Medical Incident,37.78176159,-122.4110582
Traffic Collision,37.72998042,-122.3888551
Traffic Collision,37.76559292,-122.4740453
Medical Incident,37.73585265,-122.4369151
Medical Incident,37.77302925,-122.4288759
Alarms,37.72713728,-122.378969
Medical Incident,37.80325018,-122.4283736
Traffic Collision,37.73401387,-122.3909679
Medical Incident,37.77000761,-122.4469338
Alarms,37.76846225,-122.4312049
Medical Incident,37.73520816,-122.4117059
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.78331041,-122.3883799
Medical Incident,37.76274366,-122.4217477
Medical Incident,37.8079431,-122.4141381
Medical Incident,37.78294352,-122.4199884
Fuel Spill,37.78853817,-122.4362964
Medical Incident,37.79176907,-122.4294268
Medical Incident,37.78383852,-122.4137755
Medical Incident,37.77749973,-122.4109993
Medical Incident,37.77973891,-122.4071595
Medical Incident,37.78175433,-122.4096933
Medical Incident,37.77333766,-122.4091485
Medical Incident,37.79559693,-122.3961809
Alarms,37.80539124,-122.4448002
Medical Incident,37.75414014,-122.4448142
Alarms,37.76497779,-122.4664456
Medical Incident,37.78318152,-122.437809
Medical Incident,37.78331041,-122.3883799
Medical Incident,37.75362875,-122.3955231
Medical Incident,37.77000761,-122.4469338
Medical Incident,37.79767064,-122.407807
Medical Incident,37.78429938,-122.4101413
Medical Incident,37.77310059,-122.4155614
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.77604635,-122.4112888
Medical Incident,37.7459563,-122.4542399
Structure Fire,37.78486624,-122.4127821
Medical Incident,37.72452417,-122.4257328
Medical Incident,37.77419657,-122.5100338
Structure Fire,37.76642861,-122.45211
Medical Incident,37.80533759,-122.42282
Train / Rail Incident,37.79267912,-122.3968535
Traffic Collision,37.73971001,-122.4119916
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.80325018,-122.4283736
Gas Leak (Natural and LP Gases),37.77993369,-122.428614
Medical Incident,37.78087726,-122.4145069
Alarms,37.79400711,-122.4332497
Medical Incident,37.77683977,-122.4237569
Outside Fire,37.7423754,-122.4219688
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.7880322,-122.3920003
Structure Fire,37.79447972,-122.3947476
Medical Incident,37.77386178,-122.413046
Medical Incident,37.78977942,-122.419679
Medical Incident,37.71963387,-122.4649083
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.80447756,-122.4446146
Medical Incident,37.82903246,-122.374358
Medical Incident,37.75545608,-122.4193083
Medical Incident,37.76979785,-122.4485788
Medical Incident,37.78554213,-122.3967052
Alarms,37.73563597,-122.4184659
Medical Incident,37.78429938,-122.4101413
Medical Incident,37.7881263,-122.4176572
Medical Incident,37.71214951,-122.4171412
Medical Incident,37.76513693,-122.4555925
Medical Incident,37.72200064,-122.4394357
Medical Incident,37.71700209,-122.4679573
Medical Incident,37.75665514,-122.3882676
Medical Incident,37.75869827,-122.4179647
Medical Incident,37.76354593,-122.4787325
Medical Incident,37.77269482,-122.4221883
Medical Incident,37.76257235,-122.4346687
Alarms,37.76712423,-122.39764
Traffic Collision,37.7696026,-122.4263094
Medical Incident,37.77978853,-122.415127
Medical Incident,37.73406125,-122.4156874
Medical Incident,37.77376935,-122.4116101
Medical Incident,37.78315191,-122.4183443
Alarms,37.72713728,-122.378969
Medical Incident,37.76183586,-122.4193593
Structure Fire,37.80531094,-122.4126984
Train / Rail Incident,37.79267912,-122.3968535
Medical Incident,37.72200064,-122.4394357
Medical Incident,37.78211033,-122.4031964
Medical Incident,37.78432123,-122.3890406
