final_priority,latitude,longitude
3,37.77973891,-122.4071595
3,37.74033299,-122.4664486
2,37.78234047,-122.4037719
3,37.76437321,-122.4174785
3,37.74033299,-122.4664486
3,37.77173646,-122.4236734
3,37.75031164,-122.501926
3,37.78531207,-122.4263666
3,37.7485975,-122.418163
3,37.72071231,-122.4018938
3,37.79621095,-122.405143
2,37.80544605,-122.4228419
3,37.74222503,-122.4944433
2,37.77252751,-122.449976
3,37.7141452,-122.4541184
2,37.78791571,-122.4193015
3,37.78347684,-122.4124351
3,37.78681175,-122.4028497
3,37.79364042,-122.3970103
3,37.79102834,-122.4208486
3,37.80821405,-122.4158024
3,37.79047328,-122.4067422
2,37.772919,-122.4970457
3,37.76625025,-122.399761
3,37.7831014,-122.4191817
3,37.78695216,-122.4410718
2,37.78234047,-122.4037719
3,37.73273923,-122.405171
3,37.78191397,-122.4130322
3,37.78552674,-122.411301
3,37.78611721,-122.4198542
3,37.77530725,-122.4574433
3,37.77442903,-122.4309865
2,37.77535389,-122.5064248
3,37.7101556,-122.4126043
3,37.75735158,-122.45116
3,37.7696376,-122.4376112
3,37.7831014,-122.4191817
3,37.76389595,-122.469522
3,37.78570016,-122.4400811
3,37.7921084,-122.4009331
3,37.75633027,-122.3955654
3,37.78727715,-122.4168252
3,37.77744083,-122.4256194
2,37.77940514,-122.4327629
3,37.73978387,-122.4392874
2,37.78502466,-122.4119719
3,37.7944919,-122.4080596
3,37.79531294,-122.3979748
3,37.77916742,-122.4063464
3,37.76174205,-122.4484554
2,37.77091334,-122.420305
3,37.78264404,-122.4190192
3,37.75115716,-122.4439684
3,37.78901634,-122.4102424
3,37.75857194,-122.4842307
3,37.74653308,-122.502737
2,37.78982754,-122.4008375
3,37.76342006,-122.4582525
3,37.79807163,-122.4498349
3,37.79102834,-122.4208486
2,37.79799375,-122.447162
3,37.75150984,-122.4172104
2,37.79767064,-122.407807
2,37.80860234,-122.4157858
3,37.78695216,-122.4410718
3,37.76097661,-122.4344574
2,37.78331041,-122.3883799
3,37.74970201,-122.4204993
3,37.74742179,-122.4248811
3,37.79047328,-122.4067422
3,37.78502466,-122.4119719
3,37.79295309,-122.4015311
3,37.76088893,-122.4350007
3,37.77865785,-122.4165803
2,37.78211033,-122.4031964
3,37.78656483,-122.4224033
3,37.77006294,-122.4502439
2,37.75463259,-122.4187397
3,37.72623625,-122.4336236
3,37.71340778,-122.4635585
3,37.76513693,-122.4555925
3,37.78326039,-122.4183662
3,37.75854472,-122.4205068
2,37.72070273,-122.481058
3,37.78480741,-122.4094717
3,37.78137782,-122.433162
3,37.77865785,-122.4165803
3,37.78778674,-122.4030709
3,37.79804971,-122.4068299
2,37.78982754,-122.4008375
3,37.79417656,-122.4065521
3,37.78502466,-122.4119719
2,37.77908938,-122.4319258
2,37.79282365,-122.3970342
3,37.71476594,-122.4326096
3,37.78347684,-122.4124351
3,37.78420567,-122.4076127
3,37.7987928,-122.4434629
3,37.77953108,-122.4135425
3,37.80480917,-122.4067955
2,37.73993492,-122.382724
3,37.7831014,-122.4191817
3,37.78992623,-122.3942762
3,37.76177683,-122.4351517
3,37.77293079,-122.3897167
3,37.79419822,-122.4014275
3,37.78186545,-122.4142853
2,37.78111921,-122.412597
2,37.78798096,-122.4202316
3,37.73273923,-122.405171
3,37.71914568,-122.4456349
2,37.78890628,-122.4338397
3,37.76778506,-122.4531902
3,37.78186545,-122.4142853
3,37.77404333,-122.4143677
2,37.79882907,-122.4106186
3,37.78901634,-122.4102424
3,37.73673251,-122.3805666
2,37.79882907,-122.4106186
3,37.71751347,-122.4805946
3,37.77126742,-122.4370456
3,37.80967302,-122.3663348
2,37.74213368,-122.4250182
3,37.78289498,-122.4533423
3,37.80821405,-122.4158024
2,37.78383444,-122.4129305
3,37.72364427,-122.4545989
2,37.7122554,-122.4171044
3,37.77233107,-122.5098968
3,37.76010129,-122.4214252
3,37.71879586,-122.4661757
3,37.78347684,-122.4124351
3,37.77336601,-122.4501389
2,37.74473843,-122.4205179
3,37.78264404,-122.4190192
3,37.7868469,-122.4620126
3,37.78479798,-122.4396639
3,37.78701079,-122.399975
3,37.77293079,-122.3897167
3,37.79102834,-122.4208486
3,37.80967302,-122.3663348
3,37.78779429,-122.4035297
2,37.77604635,-122.4112888
3,37.78347684,-122.4124351
2,37.78906361,-122.4018031
2,37.77762424,-122.3999811
3,37.77865785,-122.4165803
3,37.79102834,-122.4208486
3,37.73273923,-122.405171
2,37.78429938,-122.4101413
3,37.79776124,-122.438158
3,37.78778674,-122.4030709
3,37.7877641,-122.4099253
2,37.76571899,-122.4095207
2,37.79128889,-122.4225149
3,37.7257266,-122.4324199
3,37.7592203,-122.4633116
2,37.78383444,-122.4129305
2,37.79259308,-122.4194018
2,37.79760649,-122.4220335
2,37.78097468,-122.4288251
3,37.76088893,-122.4350007
2,37.71490036,-122.4452418
3,37.74970201,-122.4204993
2,37.77966274,-122.3948403
3,37.79332437,-122.4027937
3,37.78087726,-122.4145069
3,37.7800525,-122.4097738
3,37.77916742,-122.4063464
3,37.73273923,-122.405171
3,37.70927326,-122.4587594
3,37.78158424,-122.4080305
3,37.74609498,-122.4069222
3,37.76979785,-122.4485788
2,37.72848944,-122.4299954
3,37.78976143,-122.4048144
2,37.78770855,-122.4336685
3,37.77865785,-122.4165803
2,37.73607883,-122.3897231
2,37.78892246,-122.4016327
3,37.74799968,-122.4208219
3,37.77928415,-122.4020613
3,37.77968544,-122.4959872
2,37.79434485,-122.4052191
3,37.75956147,-122.4170181
3,37.71433481,-122.4920479
2,37.72342964,-122.4535824
2,37.78444889,-122.4725859
3,37.7868469,-122.4620126
3,37.77775881,-122.4081124
3,37.77916742,-122.4063464
3,37.71554505,-122.4736299
2,37.78822869,-122.4159952
3,37.78552674,-122.411301
3,37.78681175,-122.4028497
3,37.71299254,-122.4112629
3,37.78486624,-122.4127821
2,37.77721463,-122.4424887
3,37.7877641,-122.4099253
3,37.78976143,-122.4048144
3,37.78486624,-122.4127821
3,37.73978387,-122.4392874
3,37.7921084,-122.4009331
2,37.72308025,-122.4523316
3,37.78420567,-122.4076127
3,37.79776124,-122.438158
3,37.71879586,-122.4661757
3,37.77928415,-122.4020613
3,37.77006294,-122.4502439
3,37.78097118,-122.4087087
3,37.78502466,-122.4119719
3,37.71430765,-122.462602
2,37.75342829,-122.4319929
3,37.78434676,-122.4088903
3,37.77462644,-122.4444304
3,37.76223904,-122.4469747
3,37.78066916,-122.401678
3,37.77404333,-122.4143677
2,37.7176177,-122.4287358
3,37.73636055,-122.449788
2,37.77680494,-122.4124363
2,37.72518652,-122.4616735
2,37.78715918,-122.3883313
2,37.77680494,-122.4124363
2,37.75223946,-122.4184453
2,37.75124396,-122.4215853
3,37.79405528,-122.3989937
2,37.79282365,-122.3970342
3,37.78066916,-122.401678
3,37.78137782,-122.433162
3,37.75735158,-122.45116
3,37.76418195,-122.4205757
3,37.7944919,-122.4080596
3,37.71430765,-122.462602
3,37.74854036,-122.4136271
3,37.77487017,-122.3944171
3,37.73978387,-122.4392874
3,37.76396861,-122.4241483
3,37.78499964,-122.4210923
3,37.7599619,-122.4370456
3,37.7696376,-122.4376112
3,37.73448127,-122.3919121
3,37.78840478,-122.4302952
3,37.79804495,-122.3963671
2,37.77762424,-122.3999811
3,37.78502466,-122.4119719
3,37.74799968,-122.4208219
3,37.77468233,-122.4196667
2,37.772919,-122.4970457
2,37.76088893,-122.4350007
2,37.77828359,-122.407449
3,37.70927326,-122.4587594
3,37.75182321,-122.4573226
3,37.7877641,-122.4099253
3,37.78186545,-122.4142853
3,37.73273923,-122.405171
3,37.79851107,-122.4097691
3,37.75854472,-122.4205068
2,37.75143528,-122.4184355
3,37.72664748,-122.393867
3,37.77916742,-122.4063464
2,37.77762424,-122.3999811
3,37.71299254,-122.4112629
2,37.77762424,-122.3999811
2,37.72094516,-122.4782782
3,37.75835046,-122.4246329
3,37.71433481,-122.4920479
3,37.73273923,-122.405171
3,37.7592203,-122.4633116
2,37.78833714,-122.4160172
3,37.80967302,-122.3663348
3,37.7257266,-122.4324199
2,37.7862053,-122.4602871
3,37.7921084,-122.4009331
3,37.75143528,-122.4184355
3,37.80480917,-122.4067955
3,37.72129415,-122.3950827
3,37.8034585,-122.4267287
3,37.78650386,-122.4299789
3,37.79102834,-122.4208486
3,37.71914568,-122.4456349
3,37.7257266,-122.4324199
3,37.76418195,-122.4205757
3,37.72364427,-122.4545989
3,37.78347684,-122.4124351
2,37.78034755,-122.406488
3,37.77326513,-122.4518097
3,37.74270315,-122.3879264
2,37.76904239,-122.4268583
3,37.78611721,-122.4198542
2,37.77966274,-122.3948403
3,37.77336601,-122.4501389
3,37.78139587,-122.417988
3,37.7900296,-122.3925839
3,37.78338624,-122.4098537
2,37.77194853,-122.4312522
3,37.7606276,-122.480072
3,37.78570016,-122.4400811
3,37.7850746,-122.4111398
2,37.79695516,-122.3989082
2,37.71065659,-122.4154531
3,37.76223904,-122.4469747
2,37.74720517,-122.4035918
3,37.78326039,-122.4183662
2,37.71217949,-122.4024595
3,37.78420567,-122.4076127
3,37.7967039,-122.4084309
3,37.77072733,-122.4225146
2,37.77749384,-122.4162917
3,37.76177683,-122.4351517
3,37.76690257,-122.4231419
3,37.78778674,-122.4030709
2,37.76904239,-122.4268583
3,37.76342006,-122.4582525
2,37.73386006,-122.4450572
2,37.71065659,-122.4154531
3,37.7967039,-122.4084309
3,37.74270315,-122.3879264
3,37.79807163,-122.4498349
3,37.79102834,-122.4208486
3,37.78706505,-122.4176195
3,37.77194853,-122.4312522
3,37.77903213,-122.4018433
3,37.76400083,-122.5103413
3,37.78480739,-122.4136154
3,37.78480739,-122.4136154
3,37.71506459,-122.3825221
3,37.71751347,-122.4805946
2,37.71650618,-122.3904178
3,37.78941206,-122.4221352
3,37.78326039,-122.4183662
3,37.78611721,-122.4198542
3,37.79405528,-122.3989937
3,37.77555816,-122.4186586
3,37.76396861,-122.4241483
3,37.78779429,-122.4035297
3,37.80967302,-122.3663348
3,37.77948319,-122.426944
2,37.74429281,-122.4390916
3,37.79804495,-122.3963671
2,37.78600483,-122.3950773
2,37.77721463,-122.4424887
3,37.77968544,-122.4959872
3,37.76908277,-122.4133535
2,37.78989305,-122.3984876
3,37.78066916,-122.401678
3,37.78925337,-122.4229472
3,37.79102834,-122.4208486
3,37.78347684,-122.4124351
3,37.77468233,-122.4196667
3,37.78347684,-122.4124351
2,37.79123408,-122.4040569
3,37.78727715,-122.4168252
2,37.74650404,-122.4193747
3,37.79405528,-122.3989937
3,37.73596134,-122.390148
3,37.79553183,-122.4033169
2,37.79997798,-122.4428461
3,37.76778506,-122.4531902
3,37.79767064,-122.407807
3,37.77233107,-122.5098968
3,37.78941206,-122.4221352
2,37.71925849,-122.391451
3,37.76778506,-122.4531902
3,37.78521736,-122.4170696
2,37.79760649,-122.4220335
3,37.80967302,-122.3663348
2,37.77771244,-122.4127367
3,37.78521736,-122.4170696
3,37.78289498,-122.4533423
2,37.78122345,-122.4089281
3,37.75968372,-122.5015034
3,37.73977843,-122.4862792
3,37.77589419,-122.4194915
2,37.76813969,-122.4221992
2,37.75371075,-122.4073009
2,37.79760649,-122.4220335
3,37.77488323,-122.4950379
2,37.78186545,-122.4142853
3,37.79553183,-122.4033169
3,37.77530725,-122.4574433
2,37.77771244,-122.4127367
2,37.75262859,-122.4118998
3,37.78727715,-122.4168252
3,37.76941119,-122.4109311
3,37.77336601,-122.4501389
3,37.76174205,-122.4484554
3,37.71506459,-122.3825221
3,37.78515094,-122.4330834
2,37.76177683,-122.4351517
3,37.73879098,-122.4679487
3,37.79651153,-122.4063704
3,37.71554505,-122.4736299
3,37.80967302,-122.3663348
3,37.77487017,-122.3944171
3,37.78176159,-122.4110582
3,37.74742179,-122.4248811
3,37.75115716,-122.4439684
3,37.72582497,-122.4423244
3,37.73583561,-122.4166695
2,37.78207307,-122.4122207
3,37.76418195,-122.4205757
3,37.79295309,-122.4015311
3,37.79776124,-122.438158
3,37.78502466,-122.4119719
2,37.800476,-122.4050772
3,37.71914568,-122.4456349
2,37.74322084,-122.4378377
3,37.77453449,-122.4821838
3,37.7459542,-122.4201414
3,37.7831014,-122.4191817
2,37.78981,-122.4338001
2,37.78820946,-122.4311687
2,37.74402729,-122.4747579
2,37.75724181,-122.3958945
3,37.77313895,-122.4717621
3,37.78502466,-122.4119719
2,37.75857197,-122.406726
3,37.77293079,-122.3897167
3,37.76389595,-122.469522
3,37.7101556,-122.4126043
3,37.73583561,-122.4166695
3,37.72584109,-122.4788651
3,37.78496026,-122.4195479
3,37.78335208,-122.4209771
3,37.78992623,-122.3942762
2,37.77305345,-122.4186182
3,37.74865938,-122.4126876
3,37.77397252,-122.4308247
2,37.78894504,-122.4262523
3,37.71476594,-122.4326096
2,37.76511658,-122.4310228
3,37.76680352,-122.4407047
3,37.78275371,-122.4892925
3,37.72582497,-122.4423244
3,37.76937726,-122.4295114
3,37.78420567,-122.4076127
3,37.80967302,-122.3663348
2,37.79618119,-122.4016963
2,37.78211912,-122.3968414
3,37.7987928,-122.4434629
3,37.76941119,-122.4109311
3,37.77744083,-122.4256194
3,37.7987928,-122.4434629
3,37.78289498,-122.4533423
3,37.73621937,-122.3797661
2,37.73027772,-122.4296069
2,37.78537343,-122.4590871
3,37.79531294,-122.3979748
3,37.78976143,-122.4048144
3,37.77546279,-122.4017038
2,37.7837893,-122.4092663
3,37.75150984,-122.4172104
2,37.71382666,-122.4333211
2,37.76904239,-122.4268583
3,37.72179379,-122.3970148
3,37.71433481,-122.4920479
3,37.7599619,-122.4370456
3,37.77397252,-122.4308247
3,37.79531294,-122.3979748
3,37.77555816,-122.4186586
3,37.77948319,-122.426944
3,37.77596317,-122.4713704
2,37.7918179,-122.3965494
3,37.74780377,-122.47395
2,37.72728446,-122.3842238
2,37.77867696,-122.4086011
3,37.78335208,-122.4209771
2,37.76675944,-122.4791211
2,37.76813969,-122.4221992
2,37.75124396,-122.4215853
3,37.78480739,-122.4136154
2,37.78890628,-122.4338397
3,37.73977843,-122.4862792
3,37.78347684,-122.4124351
3,37.75142522,-122.4329883
3,37.78176159,-122.4110582
3,37.78775591,-122.3907008
3,37.74742179,-122.4248811
3,37.77596317,-122.4713704
3,37.75524531,-122.3956597
3,37.7606276,-122.480072
2,37.79282365,-122.3970342
3,37.79807163,-122.4498349
2,37.78845684,-122.4018373
3,37.78233759,-122.4138914
3,37.78976143,-122.4048144
3,37.79417656,-122.4065521
3,37.75182321,-122.4573226
3,37.78729495,-122.4032771
3,37.79767064,-122.407807
3,37.7850746,-122.4111398
3,37.77453449,-122.4821838
3,37.73448127,-122.3919121
2,37.78833714,-122.4160172
3,37.78233759,-122.4138914
3,37.79017614,-122.4490322
3,37.78640961,-122.4080362
3,37.79577785,-122.4049818
3,37.77903213,-122.4018433
3,37.79102834,-122.4208486
2,37.79695516,-122.3989082
3,37.77916742,-122.4063464
3,37.78656483,-122.4224033
3,37.72129415,-122.3950827
2,37.78305906,-122.4157199
3,37.78137782,-122.433162
3,37.78356548,-122.4150511
2,37.78207307,-122.4122207
3,37.7831014,-122.4191817
3,37.75633027,-122.3955654
2,37.77355496,-122.4831178
3,37.76088893,-122.4350007
3,37.78090608,-122.4134013
2,37.72086924,-122.3872476
2,37.75857197,-122.406726
3,37.75142522,-122.4329883
3,37.79531294,-122.3979748
2,37.79047504,-122.390556
3,37.78065228,-122.3965894
2,37.77210826,-122.4304339
3,37.78788961,-122.401043
2,37.78635895,-122.4198331
3,37.74854036,-122.4136271
3,37.73273923,-122.405171
3,37.79807163,-122.4498349
3,37.77865785,-122.4165803
3,37.77546279,-122.4017038
2,37.79073739,-122.4198727
2,37.74231157,-122.4220878
3,37.73273923,-122.405171
2,37.78715918,-122.3883313
2,37.72070273,-122.481058
3,37.75182321,-122.4573226
3,37.74609498,-122.4069222
3,37.7831014,-122.4191817
3,37.76979785,-122.4485788
3,37.78925337,-122.4229472
3,37.77442903,-122.4309865
3,37.78840478,-122.4302952
3,37.75857194,-122.4842307
2,37.75375239,-122.4887977
3,37.71340778,-122.4635585
3,37.75142522,-122.4329883
2,37.77749384,-122.4162917
2,37.73607883,-122.3897231
3,37.78779429,-122.4035297
2,37.78444889,-122.4725859
3,37.74970201,-122.4204993
2,37.79053181,-122.4039142
3,37.7900296,-122.3925839
3,37.78486909,-122.4650908
3,37.77305345,-122.4186182
3,37.78090608,-122.4134013
3,37.77775881,-122.4081124
2,37.72518652,-122.4616735
3,37.70927326,-122.4587594
3,37.75303397,-122.4185886
2,37.77953108,-122.4135425
3,37.78439649,-122.4169005
3,37.78420567,-122.4076127
3,37.74861898,-122.4259891
2,37.75375239,-122.4887977
3,37.71554505,-122.4736299
2,37.80860234,-122.4157858
3,37.80566745,-122.4127664
2,37.80024835,-122.4319143
2,37.79073739,-122.4198727
3,37.78186545,-122.4142853
2,37.80024835,-122.4319143
3,37.77072733,-122.4225146
2,37.72453724,-122.4050573
2,37.77908938,-122.4319258
3,37.76396861,-122.4241483
3,37.75142522,-122.4329883
3,37.78611721,-122.4198542
3,37.75857194,-122.4842307
2,37.72312997,-122.4359769
3,37.72569245,-122.452428
3,37.78420567,-122.4076127
2,37.75703373,-122.4767584
2,37.7122554,-122.4171044
2,37.79128889,-122.4225149
3,37.78258503,-122.4156939
3,37.80967302,-122.3663348
2,37.78398364,-122.446072
2,37.71191456,-122.4160003
3,37.76513693,-122.4555925
3,37.72094516,-122.4782782
3,37.7101556,-122.4126043
2,37.8034585,-122.4267287
2,37.8034585,-122.4267287
3,37.78275371,-122.4892925
3,37.78065228,-122.3965894
2,37.79282365,-122.3970342
2,37.76437321,-122.4174785
3,37.77453449,-122.4821838
2,37.78061684,-122.4165623
3,37.7696376,-122.4376112
3,37.77916742,-122.4063464
2,37.77305345,-122.4186182
2,37.7837893,-122.4092663
3,37.78158424,-122.4080305
3,37.78658886,-122.4016923
2,37.78061684,-122.4165623
3,37.76177683,-122.4351517
3,37.73273923,-122.405171
3,37.78356548,-122.4150511
3,37.78347684,-122.4124351
2,37.77398143,-122.4103441
3,37.76010129,-122.4214252
2,37.73027772,-122.4296069
3,37.78420567,-122.4076127
3,37.78701079,-122.399975
3,37.77462644,-122.4444304
3,37.80967302,-122.3663348
3,37.7987928,-122.4434629
3,37.78502466,-122.4119719
3,37.79419822,-122.4014275
3,37.73273923,-122.405171
2,37.78290069,-122.4860861
3,37.75968372,-122.5015034
3,37.79017614,-122.4490322
3,37.78941206,-122.4221352
3,37.78640961,-122.4080362
2,37.81922575,-122.3709765
2,37.78582623,-122.4357484
2,37.7918179,-122.3965494
2,37.73940125,-122.4068443
3,37.72638971,-122.4147781
3,37.72584109,-122.4788651
3,37.76174205,-122.4484554
3,37.78347684,-122.4124351
2,37.72086924,-122.3872476
3,37.78420567,-122.4076127
2,37.78307369,-122.4482517
3,37.78552674,-122.411301
2,37.78906361,-122.4018031
3,37.73774574,-122.4324981
2,37.75795456,-122.4302685
3,37.78097118,-122.4087087
3,37.78480739,-122.4136154
2,37.74322084,-122.4378377
3,37.76625025,-122.399761
2,37.71699799,-122.4716924
3,37.72569245,-122.452428
3,37.78264404,-122.4190192
3,37.75857194,-122.4842307
3,37.78502466,-122.4119719
3,37.75115716,-122.4439684
3,37.7921084,-122.4009331
3,37.78090608,-122.4134013
2,37.75703373,-122.4767584
3,37.78347684,-122.4124351
2,37.72728446,-122.3842238
2,37.73993492,-122.382724
3,37.80566745,-122.4127664
3,37.78695216,-122.4410718
3,37.73673251,-122.3805666
2,37.74213368,-122.4250182
3,37.75524531,-122.3956597
3,37.80967302,-122.3663348
3,37.7881263,-122.4176572
3,37.76941119,-122.4109311
2,37.78611721,-122.4198542
3,37.78779429,-122.4035297
2,37.78234047,-122.4037719
2,37.78211033,-122.4031964
3,37.78640961,-122.4080362
2,37.75724181,-122.3958945
3,37.78480741,-122.4094717
3,37.79804971,-122.4068299
2,37.800476,-122.4050772
3,37.72364427,-122.4545989
3,37.78778674,-122.4030709
2,37.80587147,-122.4154049
3,37.79073739,-122.4198727
3,37.75857194,-122.4842307
3,37.77953108,-122.4135425
2,37.74865938,-122.4126876
3,37.75956147,-122.4170181
3,37.77775881,-122.4081124
3,37.7633166,-122.458206
3,37.77305345,-122.4186182
2,37.75463259,-122.4187397
2,37.79259308,-122.4194018
3,37.74799968,-122.4208219
2,37.72210898,-122.3959187
3,37.73465414,-122.4351507
3,37.7592203,-122.4633116
3,37.76908277,-122.4133535
3,37.78479798,-122.4396639
2,37.78202244,-122.4130541
2,37.79804971,-122.4068299
3,37.76513693,-122.4555925
3,37.73448127,-122.3919121
3,37.7806811,-122.4717755
3,37.78778674,-122.4030709
3,37.7806811,-122.4717755
3,37.78486624,-122.4127821
3,37.71506459,-122.3825221
3,37.8034585,-122.4267287
3,37.72623625,-122.4336236
3,37.7141452,-122.4541184
2,37.73386006,-122.4450572
3,37.78960249,-122.3974712
2,37.75662693,-122.412342
3,37.75735158,-122.45116
3,37.78788961,-122.401043
3,37.78515094,-122.4330834
3,37.79851107,-122.4097691
2,37.78434554,-122.4077851
3,37.78258503,-122.4156939
2,37.78066015,-122.4312934
3,37.78420567,-122.4076127
2,37.78490368,-122.416234
3,37.78486909,-122.4650908
3,37.78778674,-122.4030709
2,37.78207307,-122.4122207
3,37.75835046,-122.4246329
2,37.77300169,-122.4272604
3,37.78727715,-122.4168252
3,37.78420567,-122.4076127
3,37.79295309,-122.4015311
3,37.78486909,-122.4650908
2,37.78502466,-122.4119719
2,37.78074258,-122.4550637
2,37.78186545,-122.4142853
3,37.77383197,-122.4248346
3,37.73465414,-122.4351507
3,37.78090608,-122.4134013
2,37.74322084,-122.4378377
3,37.78128769,-122.4113181
3,37.79102834,-122.4208486
2,37.78399149,-122.4080665
2,37.7101556,-122.4126043
3,37.78502466,-122.4119719
3,37.76937726,-122.4295114
3,37.78650386,-122.4299789
3,37.77488323,-122.4950379
3,37.78502466,-122.4119719
3,37.78515094,-122.4330834
3,37.76690257,-122.4231419
2,37.78465714,-122.4144302
3,37.77837186,-122.4342408
3,37.78191397,-122.4130322
3,37.77006294,-122.4502439
3,37.78775591,-122.3907008
3,37.78176159,-122.4110582
2,37.75143528,-122.4184355
2,37.78111921,-122.412597
3,37.79364042,-122.3970103
3,37.76768345,-122.4306415
3,37.77383197,-122.4248346
3,37.7633166,-122.458206
3,37.76937726,-122.4295114
3,37.74143204,-122.393932
3,37.72179379,-122.3970148
3,37.78128769,-122.4113181
2,37.74650404,-122.4193747
3,37.78439649,-122.4169005
3,37.78658886,-122.4016923
2,37.72848944,-122.4299954
3,37.7731448,-122.3914729
3,37.78496026,-122.4195479
3,37.77072733,-122.4225146
3,37.74653308,-122.502737
2,37.77953108,-122.4135425
3,37.80967302,-122.3663348
3,37.74865938,-122.4126876
3,37.79577785,-122.4049818
2,37.73386006,-122.4450572
2,37.78502466,-122.4119719
2,37.73438243,-122.4945023
3,37.7800525,-122.4097738
3,37.77589419,-122.4194915
3,37.79073739,-122.4198727
2,37.78347684,-122.4124351
3,37.78139587,-122.417988
2,37.78502466,-122.4119719
3,37.71554505,-122.4736299
2,37.78777702,-122.4120105
3,37.78779429,-122.4035297
2,37.78290069,-122.4860861
3,37.73774574,-122.4324981
2,37.75730761,-122.4066198
3,37.80967302,-122.3663348
2,37.77295739,-122.4237584
3,37.78727715,-122.4168252
3,37.76269793,-122.4325419
3,37.78087726,-122.4145069
2,37.71699799,-122.4716924
3,37.73596134,-122.390148
2,37.77762424,-122.3999811
3,37.71340778,-122.4635585
3,37.71751347,-122.4805946
3,37.78420567,-122.4076127
3,37.78779429,-122.4035297
2,37.79123408,-122.4040569
3,37.77775881,-122.4081124
3,37.78960249,-122.3974712
3,37.77326513,-122.4518097
3,37.78960249,-122.3974712
3,37.78097118,-122.4087087
3,37.73879098,-122.4679487
3,37.78658886,-122.4016923
2,37.78600483,-122.3950773
3,37.77194853,-122.4312522
3,37.74780377,-122.47395
3,37.76177683,-122.4351517
3,37.78681175,-122.4028497
3,37.7868469,-122.4620126
3,37.77126742,-122.4370456
2,37.76571899,-122.4095207
3,37.78778674,-122.4030709
3,37.78775591,-122.3907008
2,37.78720063,-122.4169898
3,37.78338624,-122.4098537
3,37.7731448,-122.3914729
2,37.78429938,-122.4101413
2,37.76916522,-122.4535369
2,37.77077849,-122.4479346
3,37.73673251,-122.3805666
2,37.78367395,-122.415073
3,37.79102834,-122.4208486
3,37.78640961,-122.4080362
3,37.79651153,-122.4063704
3,37.75143528,-122.4184355
3,37.78502466,-122.4119719
3,37.78128769,-122.4113181
3,37.72179379,-122.3970148
2,37.74865938,-122.4126876
2,37.77604635,-122.4112888
2,37.77091334,-122.420305
3,37.72638971,-122.4147781
3,37.75303397,-122.4185886
3,37.77313895,-122.4717621
2,37.81922575,-122.3709765
3,37.74823739,-122.4091747
2,37.78636079,-122.4156169
2,37.75143528,-122.4184355
3,37.78976143,-122.4048144
2,37.78764185,-122.4034308
3,37.79510065,-122.4048478
3,37.73534066,-122.483693
3,37.79804495,-122.3963671
2,37.79678326,-122.4303706
3,37.78397351,-122.4160455
3,37.78232123,-122.4257633
3,37.80440729,-122.4133589
3,37.79230698,-122.4108438
3,37.807854,-122.418255
3,37.78429938,-122.4101413
2,37.77806971,-122.4282344
2,37.76049101,-122.3885564
3,37.77683977,-122.4237569
2,37.72623625,-122.4336236
3,37.71963387,-122.4649083
2,37.77903729,-122.41062
3,37.75710109,-122.4976303
3,37.7650299,-122.4652417
2,37.73229529,-122.4349928
3,37.77462644,-122.4444304
3,37.74790059,-122.4717535
3,37.79318061,-122.4081471
3,37.75545608,-122.4193083
3,37.73662045,-122.4248651
3,37.75362875,-122.3955231
2,37.7902474,-122.4005553
3,37.76642861,-122.45211
2,37.79046318,-122.4059415
2,37.72452417,-122.4257328
3,37.80531094,-122.4126984
3,37.77771244,-122.4127367
2,37.7766832,-122.4549828
3,37.79267912,-122.3968535
2,37.77912987,-122.4166059
3,37.73190988,-122.4937188
3,37.78429938,-122.4101413
3,37.76972086,-122.4179492
2,37.80526026,-122.4160538
2,37.78003611,-122.4167895
3,37.78962044,-122.4204934
2,37.77883232,-122.4156425
2,37.75828837,-122.4906601
3,37.77419657,-122.5100338
3,37.74957409,-122.476228
2,37.78000587,-122.4119334
3,37.76642861,-122.45211
2,37.735984,-122.3909918
2,37.78263391,-122.429926
2,37.71029652,-122.4189864
3,37.78127215,-122.4255493
3,37.73607883,-122.3897231
3,37.7882227,-122.4202104
3,37.78486624,-122.4127821
3,37.756508,-122.406541
2,37.7868785,-122.4190885
3,37.78149633,-122.4750905
3,37.78295349,-122.4132437
3,37.75890789,-122.4766067
2,37.77771244,-122.4127367
3,37.79400711,-122.4332497
3,37.7824485,-122.4163274
3,37.79804495,-122.3963671
3,37.7869902,-122.4106839
3,37.79176907,-122.4294268
2,37.78719998,-122.4090394
2,37.78176159,-122.4110582
2,37.82472164,-122.3749664
2,37.75021164,-122.4463912
3,37.76338698,-122.4532469
2,37.77633298,-122.3940351
3,37.78491618,-122.41195
2,37.79508163,-122.4014666
3,37.74355793,-122.3893512
3,37.78298351,-122.4066986
3,37.79305,-122.4228712
3,37.76103977,-122.4192137
2,37.78647953,-122.4047244
3,37.77055901,-122.4179496
2,37.75436288,-122.4232161
3,37.74990998,-122.4170559
2,37.73401387,-122.3909679
3,37.78486624,-122.4127821
2,37.7134088,-122.4634202
3,37.76177683,-122.4351517
2,37.75828837,-122.4906601
3,37.76565858,-122.423128
2,37.75436288,-122.4232161
3,37.73987317,-122.4841366
3,37.75354618,-122.3972118
2,37.78305906,-122.4157199
3,37.74990998,-122.4170559
3,37.78315191,-122.4183443
3,37.78640961,-122.4080362
3,37.72793822,-122.3920436
3,37.75376855,-122.487183
